-2.0765,18.123,39.692,-178.87,2.6458,178.66,21.479,-1.4431,-2.5903,3.11,-1.3025,4.7379,-8.4169,-0.16201,7.0412,-9.5384,-0.87546,-1.7049,18.359,0.7349,-4.7969,7.2192,0.092167,-1.1722,1.3915e-14,7.4743e-14,-64.983,-38.534,-26.918,78.498,-36.232,-9.3725,-1.3722,7.125,16.588,-30.683,1.3915e-14,7.4743e-14,-52.552,9.1781,76.52,36.484,6.8675,-6.3327,51.003,7.125,19.512,80.044,-10.554,0.42506,17.272,65.543,10.249,-11.959,16.654,-18.626,-3.6491,-25.294,30.358,-9.2909,3.5177,-7.5184
-2.083,18.118,39.574,-178.99,1.9149,178.38,21.757,-1.6098,-2.8671,3.218,-1.5782,4.6408,-8.3999,-0.28204,7.1793,-10.266,-0.84532,-1.5184,18.578,0.77242,-4.872,7.4213,0.092891,-1.2296,-2.5047e-14,1.4312e-14,-64.813,-38.764,-26.631,79.518,-34.913,-9.452,-0.97785,7.125,16.511,-30.295,-2.5047e-14,1.4312e-14,-51.912,8.8433,76.541,36.196,7.1361,-6.1041,51.864,7.125,19.732,80.882,-11.879,-0.44163,17.136,67.382,9.141,-12.113,14.961,-17.992,-4.071,-25.689,30.141,-9.3205,2.9551,-6.2224
-2.1245,18.122,39.388,-179.5,2.6091,178.2,21.685,-1.5068,-3.0385,3.3948,-1.4833,4.5536,-8.1755,-0.24053,7.1432,-10.13,-0.71821,-1.5505,18.612,1.02,-5.1086,7.4152,0.19756,-1.2772,-1.9879e-15,-1.4312e-14,-64.162,-38.444,-26.598,80.512,-33.686,-9.8578,-0.82281,7.125,16.121,-30.172,-1.9879e-15,-1.4312e-14,-51.998,8.9098,76.496,36.137,7.4272,-6.2878,52.378,7.125,19.556,81.414,-12.671,-0.10238,16.791,68.88,8.1757,-11.693,12.96,-16.606,-4.0362,-26.172,29.924,-9.7176,3.2098,-4.0691
-2.1434,18.116,39.255,-179.51,2.4224,178.03,21.952,-1.5907,-3.356,3.1204,-1.6895,4.6221,-8.579,-0.31959,7.4924,-9.5344,-0.69468,-1.7065,18.608,1.1564,-5.3537,7.3126,0.25851,-1.3148,3.9757e-16,-7.9514e-15,-63.609,-37.817,-26.386,81.653,-33.246,-9.9198,-0.7388,7.125,16.061,-30.093,3.9757e-16,-7.9514e-15,-52.214,9.1242,76.374,35.922,7.1751,-6.4292,52.261,7.125,19.42,81.311,-14.115,-0.53894,16.693,70.428,7.0499,-11.892,11.655,-16.018,-4.1093,-26.492,29.772,-10.216,2.947,-4.0382
-2.1679,18.114,39.108,-179.66,2.4266,177.92,21.683,-1.6849,-3.3738,3.3059,-1.8149,4.5226,-8.2129,-0.39494,7.401,-9.3444,-0.70855,-1.7842,18.433,1.145,-5.4193,7.2222,0.24859,-1.3225,4.5323e-14,3.8167e-14,-62.989,-37.959,-26.471,82.856,-33.24,-9.9217,-0.66845,7.125,16.059,-30.023,4.5323e-14,3.8167e-14,-51.64,9.2489,76.178,35.536,6.7784,-6.0324,52.096,7.125,19.801,81.108,-15.342,-0.80952,16.643,71.726,5.7374,-12.406,11.295,-15.227,-4.1297,-26.784,29.643,-11.248,3.0811,-5.936
-2.1732,18.104,39,-179.69,1.6463,177.75,21.988,-1.9299,-3.5629,3.1739,-2.1906,4.5078,-8.457,-0.55927,7.6235,-9.044,-0.65643,-1.6552,18.355,1.2471,-5.6729,7.1471,0.2986,-1.4152,3.9757e-14,-3.8167e-14,-62.587,-38.068,-26.375,84.129,-33.717,-9.906,-0.56586,7.125,16.074,-29.919,3.9757e-14,-3.8167e-14,-51.327,9.1373,76.121,35.494,6.6006,-7.362,51.371,7.125,18.523,80.509,-16.735,-1.6313,16.721,72.946,4.41,-13.095,11.479,-14.739,-4.2983,-27.03,29.559,-11.487,2.8368,-7.7164
-2.1943,18.097,38.868,-179.74,1.5171,177.59,22.004,-1.9793,-3.7021,3.1697,-2.2957,4.4694,-8.4487,-0.60775,7.6922,-9.3255,-0.50331,-1.4234,18.663,1.5201,-5.9307,7.307,0.41838,-1.5156,2.4252e-14,-9.5417e-15,-62.124,-38.471,-26.201,85.439,-33.698,-9.4779,-0.3357,7.125,16.486,-29.655,2.4252e-14,-9.5417e-15,-50.942,9.1767,76.052,35.56,6.3936,-7.6795,51.615,7.125,18.217,80.782,-18.086,-1.922,16.655,73.915,2.8922,-13.573,13.115,-14.163,-4.2427,-27.345,29.506,-11.578,3.2139,-8.0503
-2.2211,18.088,38.726,-179.83,1.5911,177.31,21.948,-1.9668,-3.8501,3.2452,-2.3286,4.3366,-8.3291,-0.62883,7.6305,-9.6992,-0.3655,-1.2624,18.869,1.7194,-5.9966,7.4474,0.5063,-1.5481,2.2662e-14,-1.5903e-14,-61.615,-38.94,-26.169,86.794,-32.933,-8.807,0.21434,7.125,17.132,-29.05,2.2662e-14,-1.5903e-14,-50.536,9.2821,75.872,35.748,6.0416,-7.7097,51.683,7.125,18.188,80.853,-19.34,-2.0738,16.412,74.748,1.3352,-13.774,12.624,-13.502,-4.1524,-27.815,29.486,-11.974,3.5398,-8.2496
-2.2418,18.072,38.595,-179.88,1.7371,177.09,22.049,-1.9659,-4.1279,3.1185,-2.4234,4.2817,-8.4977,-0.66598,7.7716,-9.5674,-0.23918,-1.2384,19.081,1.9625,-6.1341,7.502,0.62223,-1.5746,1.3517e-14,-4.2938e-14,-60.761,-38.915,-26.525,88.117,-31.406,-8.6663,0.75061,7.125,17.268,-28.502,1.3517e-14,-4.2938e-14,-50.521,9.4733,75.659,36.05,5.8065,-7.6175,51.873,7.125,18.277,81.035,-20.704,-2.0827,16.293,75.422,0.063931,-13.747,12.659,-12.977,-3.8897,-28.185,29.488,-12.447,3.5125,-8.7779
-2.2597,18.052,38.464,-179.77,2.0167,176.92,22.019,-1.904,-4.377,2.9324,-2.436,4.269,-8.6763,-0.66594,7.9164,-9.3189,-0.19651,-1.4163,19.33,2.1061,-6.1303,7.5431,0.69382,-1.53,1.9879e-14,3.4986e-14,-59.821,-38.742,-26.99,89.543,-29.573,-8.759,1.1181,7.125,17.178,-28.142,1.9879e-14,3.4986e-14,-50.566,9.6802,75.51,36.454,5.5126,-7.8683,51.987,7.125,18.036,81.171,-22.265,-1.9584,16.295,75.934,-0.8832,-13.786,12.055,-12.589,-3.5469,-28.443,29.469,-12.913,3.3558,-7.6433
