1.5828,17.736,-29.069,-4.334,-5.3165,-1.1449,16.785,-0.63514,-2.8225,-1.8767,-1.0934,3.0231,-11.433,-0.214,5.2385,-7.0072,-9.495,-8.2134,13.302,-12.063,1.2916,5.7554,-6.2078,0.8073,-8.5974e-15,1.4312e-14,-25.735,-42.566,-55.044,89.709,-83.575,-30.168,-4.6425,7.125,-3.4792,-34.594,-8.5974e-15,1.4312e-14,-44.248,-3.7735,80.488,59.587,6.8169,-9.6054,52.583,7.125,16.364,81.912,-5.9539,4.5278,24.901,31.235,0,0,0,-4.3084,-10.782,-15.294,27.084,0,0,0
1.5697,17.732,-29.066,-4.434,-5.3252,-0.71198,16.189,-0.38556,-2.8896,-0.84136,-0.80398,2.7035,-9.9619,-0.14751,4.7922,-9.981,-9.9692,-7.3002,13.769,-12.55,1.0609,6.3501,-6.3823,0.39098,1.3716e-14,3.1806e-15,-24.078,-44.398,-56.561,89.783,-83.431,-29.932,-5.3209,7.125,-3.2515,-35.276,1.3716e-14,3.1806e-15,-41.456,-4.464,80.456,59.231,6.9604,-9.6571,52.99,7.125,16.314,82.324,-5.9848,4.3392,24.426,31.491,0,0,0,-4.0677,-10.903,-15.792,26.861,0,0,0
1.554,17.731,-29.066,-4.4919,-5.494,-0.6335,15.439,-0.58449,-3.1412,-0.92888,-1.0833,2.9006,-9.5936,-0.272,5.1962,-7.5992,-9.6171,-8.0841,12.664,-12.197,1.4424,5.66,-6.2424,0.80963,7.1159e-15,-1.1927e-14,-23.919,-43.225,-57.163,89.69,-83.472,-30.028,-4.0774,7.125,-3.3444,-34.031,7.1159e-15,-1.1927e-14,-41.84,-3.7422,80.531,59.216,6.9491,-9.6266,53.068,7.125,16.343,82.399,-5.9454,4.3644,24.394,31.524,0,0,0,-3.9813,-10.967,-15.858,26.883,0,0,0
1.5365,17.731,-29.071,-4.4895,-5.5839,-0.71379,15.295,-0.68873,-3.1343,-1.0826,-1.2084,2.9957,-9.6652,-0.32451,5.3252,-6.3583,-9.4353,-8.2178,11.982,-12.045,1.5166,5.245,-6.1771,0.94668,6.8068e-15,-8.7465e-15,-23.925,-42.813,-57.643,89.702,-83.342,-29.994,-3.779,7.125,-3.3113,-33.733,6.8068e-15,-8.7465e-15,-41.951,-3.58,80.567,59.179,7.1385,-9.6793,52.857,7.125,16.293,82.193,-5.9615,4.4903,24.561,31.559,0,0,0,-3.9745,-10.9,-15.699,26.878,0,0,0
1.5207,17.733,-29.082,-4.4784,-5.6125,-0.86609,16.186,-0.55863,-2.9122,-1.3582,-1.0083,2.9774,-10.511,-0.20908,5.1746,-7.0534,-9.5613,-7.6505,12.461,-12.178,1.1176,5.4558,-6.2395,0.68451,-2.5594e-15,7.9514e-16,-24.402,-43.048,-57.647,89.833,-83.454,-29.758,-3.784,7.125,-3.0832,-33.741,-2.5594e-15,7.9514e-16,-41.746,-4.1726,80.733,59.202,7.321,-9.733,52.521,7.125,16.241,81.86,-5.9879,4.5051,24.794,31.531,0,0,0,-4.0598,-10.759,-15.439,26.915,0,0,0
1.5073,17.736,-29.086,-4.485,-5.5642,-0.79026,15.722,-0.78425,-3.0052,-1.2977,-1.3107,3.0706,-10.138,-0.35839,5.383,-6.2487,-9.2794,-7.9871,11.964,-11.844,1.3118,5.1846,-6.0828,0.8744,-1.4847e-15,-4.7708e-15,-23.966,-42.425,-58.457,89.885,-83.528,-29.111,-4.2774,7.125,-2.4591,-34.243,-1.4847e-15,-4.7708e-15,-41.693,-3.6231,80.698,59.299,7.1917,-10.133,50.88,7.125,15.856,80.251,-5.9827,4.3937,24.735,31.503,0,0,0,-4.093,-10.732,-15.468,26.935,0,0,0
1.4946,17.735,-29.082,-4.5439,-5.5388,-0.64694,15.056,-1.0924,-3.3247,-1.4751,-1.7543,3.2239,-9.8873,-0.5541,5.8152,-3.817,-8.7506,-8.6053,10.8,-11.321,1.6779,4.4547,-5.8419,1.263,-5.2802e-15,7.9514e-15,-24.117,-41.367,-58.882,90.014,-83.507,-29.652,-4.0643,7.125,-2.9816,-34.023,-5.2802e-15,7.9514e-15,-42.432,-2.8821,80.73,59.486,7.061,-11.484,47.332,7.125,14.554,76.801,-5.8716,4.3873,24.626,31.458,0,0,0,-4.0062,-10.793,-15.617,26.926,0,0,0
1.4789,17.735,-29.081,-4.6031,-5.5809,-0.51492,16.123,-0.96317,-3.4604,-1.6617,-1.6198,3.3133,-10.724,-0.44255,6.0232,-5.6012,-8.8535,-8.3692,11.836,-11.267,1.1631,5.0253,-5.8315,0.96653,-1.1679e-15,-2.1469e-14,-24.013,-41.536,-59.038,90.081,-83.483,-29.409,-4.7698,7.125,-2.7471,-34.732,-1.1679e-15,-2.1469e-14,-42.065,-3.071,81.167,59.451,7.2153,-10.296,51.609,7.125,15.699,80.992,-5.7855,4.3712,24.526,31.44,0,0,0,-3.9353,-10.847,-15.737,26.959,0,0,0
1.4626,17.74,-29.086,-4.6003,-5.7539,-0.52116,15.866,-0.74167,-3.3033,-1.2788,-1.3033,3.1801,-10.194,-0.33282,5.6798,-6.5646,-9.0536,-7.7108,11.848,-11.514,1.1048,5.1567,-5.9182,0.7864,6.3766e-15,2.8625e-14,-23.562,-42.417,-59.751,90.139,-83.582,-29.21,-4.8948,7.125,-2.5541,-34.859,6.3766e-15,2.8625e-14,-40.786,-3.8035,81.259,59.291,7.4372,-11.477,45.84,7.125,14.561,75.308,-5.8117,4.3533,24.572,31.433,0,0,0,-3.9202,-10.8,-15.673,27.01,0,0,0
1.4463,17.735,-29.091,-4.5249,-5.928,-0.80372,15.89,-0.55728,-2.9823,-1.1129,-0.99453,3.2025,-10.064,-0.20985,5.4407,-7.5215,-9.1913,-7.1181,12.086,-11.671,0.92274,5.3493,-5.9737,0.57885,1.2741e-14,-1.5903e-14,-23.445,-43.017,-60.082,90.15,-83.652,-29.2,-4.7646,7.125,-2.5449,-34.729,1.2741e-14,-1.5903e-14,-39.872,-4.4714,81.474,59.176,7.4628,-11.326,46.411,7.125,14.707,75.87,-5.9102,4.4389,24.96,31.445,0,0,0,-4.0297,-10.677,-15.253,27.108,0,0,0
